Tournament,Timestamp,Table,Player 1,Score 1,Player 2,Score 2
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:12.029814,4,q,0,z,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:13.211331,1,e,0,u,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:13.211331,2,i,0,r,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:13.211331,3,t,0,w,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:13.211331,4,q,0,z,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:13.901220,1,e,0,u,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:13.901220,2,i,0,r,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:13.901220,3,t,0,w,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:13.901220,4,q,0,z,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:14.357063,1,e,0,u,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:14.357063,2,i,0,r,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:14.357063,3,t,0,w,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:14.357063,4,q,0,z,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:14.612474,1,e,0,u,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:14.612474,2,i,0,r,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:14.612474,3,t,0,w,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:14.612474,4,q,0,z,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:15.033475,1,e,0,u,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:15.033475,2,i,0,r,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:15.033475,3,t,0,w,0
c493f326-2d23-44ec-b3a2-7cbdecf7c684,2025-04-20T18:25:15.033475,4,q,0,z,0
21c1b4fe-ee7f-49d5-90e3-917fb8ddd991,2025-04-20T18:25:34.623189,1,s,2,ghjgjk,0
21c1b4fe-ee7f-49d5-90e3-917fb8ddd991,2025-04-20T18:25:34.623189,1,gjk,2,t,1
21c1b4fe-ee7f-49d5-90e3-917fb8ddd991,2025-04-20T18:25:34.623189,1,s,2,je,0
21c1b4fe-ee7f-49d5-90e3-917fb8ddd991,2025-04-20T18:25:36.345550,1,s,0,gjk,0
21c1b4fe-ee7f-49d5-90e3-917fb8ddd991,2025-04-20T18:25:36.345550,2,ghjgjk,0,je,0
21c1b4fe-ee7f-49d5-90e3-917fb8ddd991,2025-04-20T18:25:36.345550,3,t,2,🦵,0
21c1b4fe-ee7f-49d5-90e3-917fb8ddd991,2025-04-20T18:25:37.155898,1,s,0,gjk,0
21c1b4fe-ee7f-49d5-90e3-917fb8ddd991,2025-04-20T18:25:37.155898,2,t,0,ghjgjk,0
21c1b4fe-ee7f-49d5-90e3-917fb8ddd991,2025-04-20T18:25:37.155898,3,je,2,🦵,0
21c1b4fe-ee7f-49d5-90e3-917fb8ddd991,2025-04-20T18:25:37.674160,1,s,0,gjk,0
21c1b4fe-ee7f-49d5-90e3-917fb8ddd991,2025-04-20T18:25:37.674160,2,je,0,t,0
21c1b4fe-ee7f-49d5-90e3-917fb8ddd991,2025-04-20T18:25:37.674160,3,ghjgjk,2,🦵,0
21c1b4fe-ee7f-49d5-90e3-917fb8ddd991,2025-04-20T18:26:05.860969,1,s,0,gjk,0
21c1b4fe-ee7f-49d5-90e3-917fb8ddd991,2025-04-20T18:26:05.860969,2,je,0,t,0
21c1b4fe-ee7f-49d5-90e3-917fb8ddd991,2025-04-20T18:26:05.860969,3,ghjgjk,2,🦵,0
024c1139-25d7-4fb8-8f81-0822798c7f3d,2025-04-20T18:26:14.985166,1,e,0,q,0
024c1139-25d7-4fb8-8f81-0822798c7f3d,2025-04-20T18:26:14.985166,1,h,0,d,0
024c1139-25d7-4fb8-8f81-0822798c7f3d,2025-04-20T18:26:14.985166,1,g,0,s,0
024c1139-25d7-4fb8-8f81-0822798c7f3d,2025-04-20T18:26:17.939479,1,d,0,e,0
024c1139-25d7-4fb8-8f81-0822798c7f3d,2025-04-20T18:26:17.939479,2,g,0,h,0
024c1139-25d7-4fb8-8f81-0822798c7f3d,2025-04-20T18:26:17.939479,3,q,0,s,0
024c1139-25d7-4fb8-8f81-0822798c7f3d,2025-04-20T18:26:18.921204,1,d,0,e,0
024c1139-25d7-4fb8-8f81-0822798c7f3d,2025-04-20T18:26:18.921204,2,g,0,h,0
024c1139-25d7-4fb8-8f81-0822798c7f3d,2025-04-20T18:26:18.921204,3,q,0,s,0
024c1139-25d7-4fb8-8f81-0822798c7f3d,2025-04-20T18:26:20.161641,1,d,0,e,0
024c1139-25d7-4fb8-8f81-0822798c7f3d,2025-04-20T18:26:20.161641,2,g,0,h,0
024c1139-25d7-4fb8-8f81-0822798c7f3d,2025-04-20T18:26:20.161641,3,q,0,s,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:41.078455,1,s,0,b,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:41.078455,1,fg,0,e,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:41.078455,1,c,0,w,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:41.078455,1,d,0,h,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:42.327782,1,b,0,c,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:42.327782,2,d,0,e,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:42.327782,3,fg,0,h,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:42.327782,4,s,0,w,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:42.746524,1,b,0,c,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:42.746524,2,d,0,e,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:42.746524,3,fg,0,h,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:42.746524,4,s,0,w,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:43.158716,1,b,0,c,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:43.158716,2,d,0,e,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:43.158716,3,fg,0,h,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:43.158716,4,s,0,w,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:43.557480,1,b,0,c,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:43.557480,2,d,0,e,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:43.557480,3,fg,0,h,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:43.557480,4,s,0,w,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:44.408764,1,b,0,c,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:44.408764,2,d,0,e,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:44.408764,3,fg,0,h,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:44.408764,4,s,0,w,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:45.188105,1,b,0,c,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:45.188105,2,d,0,e,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:45.188105,3,fg,0,h,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:45.188105,4,s,0,w,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:45.681770,1,b,0,c,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:45.681770,2,d,0,e,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:45.681770,3,fg,0,h,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:27:45.681770,4,s,0,w,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:28:10.658099,1,b,0,c,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:28:10.658099,2,d,0,e,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:28:10.658099,3,fg,0,h,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:28:10.658099,4,s,0,w,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:28:19.251774,1,b,0,c,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:28:19.251774,2,d,0,e,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:28:19.251774,3,fg,0,h,0
73140f8e-5a70-4652-9cef-b79dfd694f26,2025-04-20T18:28:19.251774,4,s,0,w,0
5f8db028-56bc-46bc-86bf-cd738e9f3598,2025-04-20T18:28:59.079017,1,d,0,g,0
5f8db028-56bc-46bc-86bf-cd738e9f3598,2025-04-20T18:28:59.079017,1,s,0,f,0
5f8db028-56bc-46bc-86bf-cd738e9f3598,2025-04-20T18:28:59.079017,1,h,0,a,0
5f8db028-56bc-46bc-86bf-cd738e9f3598,2025-04-20T18:29:00.103884,1,a,0,d,0
5f8db028-56bc-46bc-86bf-cd738e9f3598,2025-04-20T18:29:00.103884,2,f,0,g,0
5f8db028-56bc-46bc-86bf-cd738e9f3598,2025-04-20T18:29:00.103884,3,h,0,s,0
5f8db028-56bc-46bc-86bf-cd738e9f3598,2025-04-20T18:29:00.711437,1,a,0,d,0
5f8db028-56bc-46bc-86bf-cd738e9f3598,2025-04-20T18:29:00.711437,2,f,0,g,0
5f8db028-56bc-46bc-86bf-cd738e9f3598,2025-04-20T18:29:00.711437,3,h,0,s,0
5f8db028-56bc-46bc-86bf-cd738e9f3598,2025-04-20T18:29:03.076187,1,a,0,d,0
5f8db028-56bc-46bc-86bf-cd738e9f3598,2025-04-20T18:29:03.076187,2,f,0,g,0
5f8db028-56bc-46bc-86bf-cd738e9f3598,2025-04-20T18:29:03.076187,3,h,0,s,0
5f8db028-56bc-46bc-86bf-cd738e9f3598,2025-04-20T18:29:03.806439,1,a,0,d,0
5f8db028-56bc-46bc-86bf-cd738e9f3598,2025-04-20T18:29:03.806439,2,f,0,g,0
5f8db028-56bc-46bc-86bf-cd738e9f3598,2025-04-20T18:29:03.806439,3,h,0,s,0
815db265-7b1a-4c39-a3ee-89eb98b2aebe,2025-04-20T18:31:59.524705,1,q,2,w,0
815db265-7b1a-4c39-a3ee-89eb98b2aebe,2025-04-20T18:31:59.524705,1,b,2,e,0
815db265-7b1a-4c39-a3ee-89eb98b2aebe,2025-04-20T18:31:59.524705,1,z,2,f,0
815db265-7b1a-4c39-a3ee-89eb98b2aebe,2025-04-20T18:31:59.524705,1,ju,1,rt,0
815db265-7b1a-4c39-a3ee-89eb98b2aebe,2025-04-20T18:32:09.548937,1,b,2,ju,0
815db265-7b1a-4c39-a3ee-89eb98b2aebe,2025-04-20T18:32:09.548937,2,q,1,z,2
815db265-7b1a-4c39-a3ee-89eb98b2aebe,2025-04-20T18:32:09.548937,3,e,2,f,0
815db265-7b1a-4c39-a3ee-89eb98b2aebe,2025-04-20T18:32:09.548937,4,rt,0,w,2
815db265-7b1a-4c39-a3ee-89eb98b2aebe,2025-04-20T18:32:15.146444,1,b,0,z,2
815db265-7b1a-4c39-a3ee-89eb98b2aebe,2025-04-20T18:32:15.146444,2,e,2,ju,0
815db265-7b1a-4c39-a3ee-89eb98b2aebe,2025-04-20T18:32:15.146444,3,q,0,w,1
815db265-7b1a-4c39-a3ee-89eb98b2aebe,2025-04-20T18:32:15.146444,4,f,2,rt,0
8ed54bea-b53b-4abd-85d4-d9f6e8d34f55,2025-04-20T19:17:58.297549,1,v,2,we,0
8ed54bea-b53b-4abd-85d4-d9f6e8d34f55,2025-04-20T19:17:58.297549,1,xc,0,gh,1
8ed54bea-b53b-4abd-85d4-d9f6e8d34f55,2025-04-20T19:17:58.297549,1,sa,2,simi,0
8ed54bea-b53b-4abd-85d4-d9f6e8d34f55,2025-04-20T19:17:58.297549,1,r,2,dc,1
8ed54bea-b53b-4abd-85d4-d9f6e8d34f55,2025-04-20T19:18:03.144992,1,gh,0,r,0
8ed54bea-b53b-4abd-85d4-d9f6e8d34f55,2025-04-20T19:18:03.144992,2,sa,0,v,0
8ed54bea-b53b-4abd-85d4-d9f6e8d34f55,2025-04-20T19:18:03.144992,3,dc,0,simi,0
8ed54bea-b53b-4abd-85d4-d9f6e8d34f55,2025-04-20T19:18:03.144992,4,we,0,xc,0
8ed54bea-b53b-4abd-85d4-d9f6e8d34f55,2025-04-20T19:18:04.539581,1,gh,0,r,0
8ed54bea-b53b-4abd-85d4-d9f6e8d34f55,2025-04-20T19:18:04.539581,2,sa,0,v,0
8ed54bea-b53b-4abd-85d4-d9f6e8d34f55,2025-04-20T19:18:04.539581,3,dc,0,simi,0
8ed54bea-b53b-4abd-85d4-d9f6e8d34f55,2025-04-20T19:18:04.539581,4,we,0,xc,0
